Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0.717967545299459,0.0011545677586953383,0.0006074719044244204,0.00027354149003352973,0.0005393023255813954,0.01678082191780822,0.0,0.014663054339329028,0.024520393266772064,0.3734525447042641,0.0,0.49948307056086844,0.2621351677509379,6.941113816425121e-08,5.243470196027434e-08,0.051714348142857136,0.2796092796092796,0.7210084033613445,6.722688962643882e-08,0.7166666666666667,0.0907563025210084,0.36330935251798563,0.7210084033613445,5.882352891744933e-08,0.0029702,0.0005990319327731093,0.0013421718033419024,0.0019409579831932773,1.2605042016806723e-07,0.0,0.0,0.0,0.0,0.0019354501229272376,0.0010123916740908724,3.4820516e-08,3.4820516e-08,0.0,0.18595890410958904,0.3747484216578533,0.2928940889468735,0.08568875509009008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3859477998177377,0.014663054339329028,0.49948307056086844,0.0019354501229272376,0.0,0.0,0.0,0.0,0.0,0.0,0.0011545677586953383,0.00027354149003352973,0.0006074719044244204,0.0005401618864474897,0.0041961669921875,0.00360107421875,0.000333667000333667,0.5333333333333333,1.3340000000000001e-05,0.0,1.3340000000000001e-05,1.3340000000000001e-05,0.7210084033613445,0.0,0.7210084033613445,0.7210084033613445,0
2.750000045833334e-07,0.0,0.00010124531740407007,0.0,2.790697674418605e-07,0.0,0.0,0.0,0.0,0.000515818431911967,0.004143646408839779,0.0015507883173946756,0.0,8.78348704347826e-05,0.02020201471696268,2.773109243697479e-07,0.0,2.773109243697479e-07,2.941176421156699e-07,0.0,0.0,0.0,0.0,8.403361273921333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026154731390908617,0.00010123916740908723,0.0101010101,0.01515151515,0.0,0.0002568493150684932,0.000968733297766484,0.0007356357491133519,5.405405405405405e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0014029930520313993,0.0,0.0015507883173946756,0.00026154731390908617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010124531740407007,2.7951455961060267e-07,0.4455718994140625,1.52587890625e-05,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.2000000200000002e-06,0.0001443209698369173,0.00020249063480814013,2.930801678930676e-05,9.674418604651164e-06,0.001797945205479452,0.021180030257186084,0.007069686913695241,0.0,0.008940852819807428,0.0718232044198895,0.026880330834841044,0.0,0.0009796027913043478,0.009259253712355446,4.033613445378151e-07,9.72901250915751e-07,1.176470588235294e-06,2.521008360991456e-08,2.5e-08,2.5210084033613443e-08,0.0,2.5210084033613443e-08,3.361344509568533e-08,8.333333333333334e-09,8.403361344537815e-09,0.0,8.403361344537815e-09,8.403361344537815e-09,0.0,0.0,0.0,0.0,0.00041847570225453785,0.0004049566696363489,0.004629629630000001,0.006944444445,0.03167420814479638,0.004452054794520548,0.032355692145400565,0.007211481937151942,5.194594594594594e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.03904997328154062,0.007069686913695241,0.026880330834841044,0.00041847570225453785,0.0,0.0,0.0,0.0,0.0,0.0,0.0001443209698369173,2.930801678930676e-05,0.00020249063480814013,9.689838066500893e-06,0.0,0.0,0.0001668335001668335,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0011022083517034725,0.001443209698369173,0.0006074719044244204,0.00020585392744870224,0.00022279069767441862,0.008304794520547946,0.0,0.00902838805056922,0.010198999108897986,0.25103163686382396,0.0,0.20634100111139822,0.17853429218253913,1.9650200859903383e-05,4.2837682548202585e-05,6.946691176470588e-05,0.0001421302017094017,0.0002681344537815126,4.2016806016524265e-08,0.0011022083333333333,0.0001111470588235294,0.00015622432398081537,0.0002681344537815126,3.361344509568533e-08,0.000726075,0.00014643529411764706,0.00031984154125964015,0.0004790252100840336,2.5210084033613443e-08,0.0,0.0,0.0,0.0,0.0015169744206726997,0.0006681785048999757,2.7722123513333336e-05,2.268173742e-05,0.0,0.125,0.14477180950492863,0.15825942010522853,0.025017376198198195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14800201213896336,0.00902838805056922,0.20634100111139822,0.0015169744206726997,0.0,0.0,0.0,0.0,0.0,0.0,0.001443209698369173,0.00020585392744870224,0.0006074719044244204,0.00022314579008913114,0.1250152587890625,0.0044097900390625,0.0016683350016683351,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.033752467229207786,0.0002886419396738346,0.00010124531740407007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.235945574786317e-07,0.01134536694957983,0.02854569192918193,0.034030789915966385,7.815125919073513e-07,0.03375246666666667,0.017018050420168067,0.034329712038369306,0.034030789915966385,5.319327686392204e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000680023016163624,0.00020247833481817446,2.468955356666667e-07,1.23447768e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000680023016163624,0.0,0.0,0.0,0.0,0.0,0.0,0.0002886419396738346,0.0,0.00010124531740407007,0.0,0.4455718994140625,0.4419097900390625,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.8333333805555564e-07,0.0,0.00010124531740407007,2.0934297706647688e-06,2.790697674418605e-07,0.0002568493150684932,0.0030257186081694403,0.0010099552733850345,0.0,0.000515818431911967,0.004143646408839779,0.0015507883173946756,0.0,0.0001705029838164251,0.019607837646968926,2.857142857142857e-07,0.0,2.857142857142857e-07,3.0252100331897474e-07,0.0,0.0,0.0,0.0,8.403361273921333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013077365695454308,0.00010123916740908723,0.009803921570000002,0.014705882355000002,0.004524886877828055,0.0002568493150684932,0.002906199893299452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.004208979156094198,0.0010099552733850345,0.0015507883173946756,0.00013077365695454308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0934297706647688e-06,0.00010124531740407007,2.7951455961060267e-07,0.003631591796875,0.0039215087890625,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0000000333333338e-07,0.0,0.00010124531740407007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777772332716402,2.0168067226890754e-07,0.0,2.0168067226890754e-07,2.184873912859262e-07,0.0,0.0,0.0,0.0,8.403361273921333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020923785112726893,0.00016198266785453957,0.013888888890000001,0.020833333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.00020923785112726893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010124531740407007,0.0,0.00274658203125,0.00518798828125,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.0000000666666676e-07,0.0001443209698369173,0.0,1.3956198471098457e-06,0.0,8.561643835616438e-05,0.0010085728693898135,0.0003366517577950115,0.0,0.0,0.0,0.0,0.0,4.025764895169082e-05,0.013888883368279018,4.033613445378151e-07,0.0,4.033613445378151e-07,4.2016806016524267e-07,4e-07,4.033613445378151e-07,0.0,4.033613445378151e-07,4.1176470242214527e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003138567766909034,0.0,0.013888888890000001,0.0,0.0015082956259426848,8.561643835616438e-05,0.000968733297766484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0014029930520313993,0.0003366517577950115,0.0,0.0003138567766909034,0.0,0.0,0.0,0.0,0.0,0.0,0.0001443209698369173,1.3956198471098457e-06,0.0,0.0,0.0156402587890625,0.0,0.0001668335001668335,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0001970083366168056,0.0,0.00010124531740407007,1.3956198471098456e-05,5.209302325581395e-06,0.0017123287671232876,0.02017145738779627,0.00673303515590023,0.0,0.009628610729023384,0.07734806629834254,0.02894804859136728,0.0,3.1060425400966182e-06,2.819399741287205e-05,0.00019866386554621848,0.0,0.00019866386554621848,0.00019868066892973662,0.0,0.0,0.0,0.0,8.403361273921333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013077365695454308,0.00010123916740908723,1.4099798373333334e-05,2.114969756e-05,0.030165912518853696,0.004794520547945206,0.03099946552852749,0.008827628989360221,7.783783783783784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.04489577766500478,0.00673303515590023,0.02894804859136728,0.00013077365695454308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3956198471098456e-05,0.00010124531740407007,5.21760511273125e-06,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.250000087500001e-07,0.0,0.00010124531740407007,2.0934297706647688e-06,2.790697674418605e-07,0.0002568493150684932,0.0030257186081694403,0.0010099552733850345,0.0,0.000515818431911967,0.004143646408839779,0.0015507883173946756,0.0,9.201748333333333e-05,0.010582005043095513,5.294117647058823e-07,0.0,5.294117647058823e-07,5.462184782148155e-07,0.0,0.0,0.0,0.0,8.403361273921333e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013077365695454308,0.00010123916740908723,0.00529100529,0.007936507935,0.004524886877828055,0.0002568493150684932,0.002906199893299452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.004208979156094198,0.0010099552733850345,0.0015507883173946756,0.00013077365695454308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0934297706647688e-06,0.00010124531740407007,2.7951455961060267e-07,0.003631591796875,0.0039215087890625,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
